Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,77863,Diclofenac Sodium,DICLOFENAC SODIUM,20120419,Nonsteroidal Anti-inflammatory Drug,,H J HARKINS COMPANY INC,2008/08/19-,52959-423,QTG126297Q,Diclofenac Sodium,Diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e424b30d-8f40-48b7-bb99-415f92d84ed0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e424b30d-8f40-48b7-bb99-415f92d84ed0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e424b30d-8f40-48b7-bb99-415f92d84ed0,e424b30d-8f40-48b7-bb99-415f92d84ed0
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,75281,Diclofenac Sodium,DICLOFENAC SODIUM,20120221,Nonsteroidal Anti-inflammatory Drug,,STAT RX USA LLC,2010/03/05-,42549-510; 42549-589,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2d92077c-75d2-4b34-8704-71660f77a63b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2d92077c-75d2-4b34-8704-71660f77a63b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2d92077c-75d2-4b34-8704-71660f77a63b,2d92077c-75d2-4b34-8704-71660f77a63b
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,75185,Diclofenac Sodium Delayed Release,DICLOFENAC SODIUM,20120124,Nonsteroidal Anti-inflammatory Drug,,REBEL DISTRIBUTORS CORP,2012/04/10-,42254-059,QTG126297Q,Diclofenac Sodium,Diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/05a94f49-3f12-462c-9180-ae75719d3441/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=05a94f49-3f12-462c-9180-ae75719d3441,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=05a94f49-3f12-462c-9180-ae75719d3441,05a94f49-3f12-462c-9180-ae75719d3441
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,77863,Diclofenac Sodium,DICLOFENAC SODIUM,20111213,Nonsteroidal Anti-inflammatory Drug,,REBEL DISTRIBUTORS CORP,2008/08/19-,42254-036,QTG126297Q,Diclofenac Sodium,Diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1b291d0a-1350-4637-bab3-f0bf43ab2a13/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b291d0a-1350-4637-bab3-f0bf43ab2a13,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1b291d0a-1350-4637-bab3-f0bf43ab2a13,1b291d0a-1350-4637-bab3-f0bf43ab2a13
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION/ DROPS,OPHTHALMIC,ANDA,78792,Diclofenac Sodium,DICLOFENAC SODIUM,20111027,Nonsteroidal Anti-inflammatory Drug,,H J HARKINS COMPANY INC,2007/12/28-,52959-987,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/41c80e79-36fd-4b90-bae1-55d6042c3ca2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=41c80e79-36fd-4b90-bae1-55d6042c3ca2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=41c80e79-36fd-4b90-bae1-55d6042c3ca2,41c80e79-36fd-4b90-bae1-55d6042c3ca2
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,74514,diclofenac sodium,DICLOFENAC SODIUM,20110722,Nonsteroidal Anti-inflammatory Drug,,REBEL DISTRIBUTORS CORP,1996/03/26-,21695-038; 21695-039,QTG126297Q,diclofenac sodium,diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6b7fb6b7-2f58-4cb6-b48f-e9b4cf292365/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6b7fb6b7-2f58-4cb6-b48f-e9b4cf292365,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6b7fb6b7-2f58-4cb6-b48f-e9b4cf292365,6b7fb6b7-2f58-4cb6-b48f-e9b4cf292365
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION/ DROPS,OPHTHALMIC,ANDA,78792,Diclofenac Sodium,DICLOFENAC SODIUM,20110131,Nonsteroidal Anti-inflammatory Drug,,PHYSICIANS TOTAL CARE INC,2011/07/19-,54868-6283,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6bec35d6-500d-4570-b2ff-ce7b4fc801df/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6bec35d6-500d-4570-b2ff-ce7b4fc801df,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6bec35d6-500d-4570-b2ff-ce7b4fc801df,6bec35d6-500d-4570-b2ff-ce7b4fc801df
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,074376;074394,Diclofenac Sodium,DICLOFENAC SODIUM,20110114,Nonsteroidal Anti-inflammatory Drug,,PHYSICIANS TOTAL CARE INC,1995/11/16-; 1997/02/10-; 2004/05/21-,54868-3659; 54868-3837; 54868-3999,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bd27460e-46ff-4450-a4f2-a41420c1f93d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bd27460e-46ff-4450-a4f2-a41420c1f93d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bd27460e-46ff-4450-a4f2-a41420c1f93d,bd27460e-46ff-4450-a4f2-a41420c1f93d
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,75910,Diclofenac Sodium,DICLOFENAC SODIUM,20110114,Nonsteroidal Anti-inflammatory Drug,,PHYSICIANS TOTAL CARE INC,2004/03/02-,54868-5011,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/42fcf2b5-3466-4493-8a47-c4675538ece3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=42fcf2b5-3466-4493-8a47-c4675538ece3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=42fcf2b5-3466-4493-8a47-c4675538ece3,42fcf2b5-3466-4493-8a47-c4675538ece3
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION/ DROPS,OPHTHALMIC,ANDA,78792,Diclofenac Sodium,DICLOFENAC SODIUM,20100924,Nonsteroidal Anti-inflammatory Drug,,REBEL DISTRIBUTORS CORP,2007/12/28-,21695-710,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/888d7749-bdbc-4788-a215-9c0447aee79a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=888d7749-bdbc-4788-a215-9c0447aee79a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=888d7749-bdbc-4788-a215-9c0447aee79a,888d7749-bdbc-4788-a215-9c0447aee79a
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,77863,Diclofenac Sodium,DICLOFENAC SODIUM,20100611,Nonsteroidal Anti-inflammatory Drug,,KELTMAN PHARMACEUTICALS INC,2009/07/01-,68387-260,QTG126297Q,DICLOFENAC SODIUM,Diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eff16712-d4c4-4e7b-bf38-c467de1095f4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eff16712-d4c4-4e7b-bf38-c467de1095f4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=eff16712-d4c4-4e7b-bf38-c467de1095f4,eff16712-d4c4-4e7b-bf38-c467de1095f4
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,74376,Diclofenac Sodium,DICLOFENAC SODIUM,20091027,Nonsteroidal Anti-inflammatory Drug,,STAT RX USA,1995/09/28-,16590-074,QTG126297Q,Diclofenac Sodium,diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d207da6e-d074-4dab-95f1-265b1df41aea/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d207da6e-d074-4dab-95f1-265b1df41aea,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d207da6e-d074-4dab-95f1-265b1df41aea,d207da6e-d074-4dab-95f1-265b1df41aea
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,75910,Diclofenac Sodium Extended-Release,DICLOFENAC SODIUM,20090601,Nonsteroidal Anti-inflammatory Drug,,REBEL DISTRIBUTORS CORP,2002/01/07-,21695-040,QTG126297Q,Diclofenac Sodium,Diclofenac,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/688fa1d0-6e17-4191-8618-8f62bc7765d3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=688fa1d0-6e17-4191-8618-8f62bc7765d3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=688fa1d0-6e17-4191-8618-8f62bc7765d3,688fa1d0-6e17-4191-8618-8f62bc7765d3
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,203995,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20200504,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,1997,PREFERRED PHARMACEUTICALS INC,2018/03/13-,68788-7103,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ae0b15aa-d679-4ec8-95b2-b8c422927188/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae0b15aa-d679-4ec8-95b2-b8c422927188,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ae0b15aa-d679-4ec8-95b2-b8c422927188,ae0b15aa-d679-4ec8-95b2-b8c422927188
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,201089,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20200501,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,1997,PREFERRED PHARMACEUTICALS INC,2015/03/02-,68788-9290,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ab5dc1b9-dc3f-4c06-9839-46515a9a05f5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ab5dc1b9-dc3f-4c06-9839-46515a9a05f5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ab5dc1b9-dc3f-4c06-9839-46515a9a05f5,ab5dc1b9-dc3f-4c06-9839-46515a9a05f5
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,200158,DICLOFENAC SODIUM AND MISOPROSTOL,DICLOFENAC SODIUM AND MISOPROSTOL,20200120,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,,DIRECT RX,2014/01/01-,61919-094,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/253ee985-e0a0-4674-a114-cfea96304c79/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=253ee985-e0a0-4674-a114-cfea96304c79,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=253ee985-e0a0-4674-a114-cfea96304c79,253ee985-e0a0-4674-a114-cfea96304c79
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,203995,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20190222,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,1997,AMNEAL PHARMACEUTICALS LLC,2016/12/01-,65162-436; 65162-438,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/afd30051-8f59-474b-9972-962a5a871dfb/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=afd30051-8f59-474b-9972-962a5a871dfb,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=afd30051-8f59-474b-9972-962a5a871dfb,afd30051-8f59-474b-9972-962a5a871dfb
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,201089,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20180119,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,1997,AVKARE INC,2012/12/14-,42291-232; 42291-233,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3643ab1b-9f8f-b2f4-e02d-950d0a02e587/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3643ab1b-9f8f-b2f4-e02d-950d0a02e587,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3643ab1b-9f8f-b2f4-e02d-950d0a02e587,3643ab1b-9f8f-b2f4-e02d-950d0a02e587
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,201089,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20160531,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,1997,ACTAVIS PHARMA INC,2012/11/01-,0591-0397; 0591-0398,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/df8b8660-0c24-4848-8bea-c1b935090c66/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=df8b8660-0c24-4848-8bea-c1b935090c66,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=df8b8660-0c24-4848-8bea-c1b935090c66,df8b8660-0c24-4848-8bea-c1b935090c66
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,201089,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20160531,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,1997,BLUEPOINT LABORATORIES,2012/11/01-,68001-231; 68001-232,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9a22cb4b-e49a-4bd7-b235-47405c302658/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9a22cb4b-e49a-4bd7-b235-47405c302658,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9a22cb4b-e49a-4bd7-b235-47405c302658,9a22cb4b-e49a-4bd7-b235-47405c302658
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,200540,Diclofenac Sodium and Misoprostol Delayed-Release,DICLOFENAC SODIUM AND MISOPROSTOL,20160502,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,,BLENHEIM PHARMACAL INC,2014/07/15-,10544-955,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/31dd8572-989c-1416-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=31dd8572-989c-1416-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=31dd8572-989c-1416-e054-00144ff8d46c,31dd8572-989c-1416-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,201089,Diclofenac Sodium and Misoprostol,DICLOFENAC SODIUM AND MISOPROSTOL,20151008,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,,BLENHEIM PHARMACAL INC,2015/10/07-,10544-949,0E43V0BB57; QTG126297Q,DICLOFENAC SODIUM; MISOPROSTOL,DICLOFENAC; MISOPROSTOL,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/219caa9b-96f2-643e-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=219caa9b-96f2-643e-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=219caa9b-96f2-643e-e054-00144ff88e88,219caa9b-96f2-643e-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,200540,Diclofenac Sodium and Misoprostol Delayed-Release,DICLOFENAC SODIUM AND MISOPROSTOL,20140718,Nonsteroidal Anti-inflammatory Drug; Prostaglandin E1 Analog,,EAGLE PHARMACEUTICALS INC,2014/07/15-,42367-110; 42367-111,0E43V0BB57; QTG126297Q,Diclofenac sodium; Misoprostol,Diclofenac; Misoprostol,0E43V0BB57; 144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4616cae3-c91b-477c-94b0-d3f4468a59d9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4616cae3-c91b-477c-94b0-d3f4468a59d9,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4616cae3-c91b-477c-94b0-d3f4468a59d9,4616cae3-c91b-477c-94b0-d3f4468a59d9
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, DELAYED RELEASE",ORAL,ANDA,75185,Diclofenac Sodium D/R,DICLOFENAC SODIUM D/R,20161027,Nonsteroidal Anti-inflammatory Drug,,DIRECT RX,2014/01/01-,61919-074; 61919-075,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ae3c1e2-f053-4efb-9597-eeac4998d23f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ae3c1e2-f053-4efb-9597-eeac4998d23f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2ae3c1e2-f053-4efb-9597-eeac4998d23f,2ae3c1e2-f053-4efb-9597-eeac4998d23f
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL; TOPICAL,ANDA,74514,DermasilkRx DicloPak,"DICLOFENAC SODIUM DELAYED RELEASE TABLETS, CAPSAICIN CREAM",20150807,Nonsteroidal Anti-inflammatory Drug,,PATCHWERX LABS INC,2015/08/06-,69329-335,QTG126297Q; UW86K581WY,CAPSICUM OLEORESIN; DICLOFENAC SODIUM,CAPSICUM OLEORESIN; DICLOFENAC,144O8QL0L1; UW86K581WY,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1cac4fd0-70cb-2bbf-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1cac4fd0-70cb-2bbf-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1cac4fd0-70cb-2bbf-e054-00144ff8d46c,1cac4fd0-70cb-2bbf-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL; TOPICAL,ANDA,74514,DermasilkRx DicloPak,"DICLOFENAC SODIUM DELAYED RELEASE TABLETS, RANITIDINE TABLETS, CAPSAICIN CREAM",20150805,Nonsteroidal Anti-inflammatory Drug,,PATCHWERX LABS INC,2015/08/05-,69329-330,QTG126297Q; UW86K581WY,CAPSICUM OLEORESIN; DICLOFENAC SODIUM,CAPSICUM OLEORESIN; DICLOFENAC,144O8QL0L1; UW86K581WY,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1c948de4-dbbf-309a-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1c948de4-dbbf-309a-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1c948de4-dbbf-309a-e054-00144ff8d46c,1c948de4-dbbf-309a-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL; TOPICAL,ANDA,74514,DeramsilkRx Anodynexa Pak,"DICLOFENAC SODIUM DELAYED RELEASE TABLETS, RANITIDINE TABLETS, CAPSAICIN CREAM",20150713,Histamine-2 Receptor Antagonist; Nonsteroidal Anti-inflammatory Drug,,PATCHWERX LABS INC,2015/06/12-,69329-310,BK76465IHM; QTG126297Q; UW86K581WY,CAPSICUM OLEORESIN; DICLOFENAC SODIUM; RANITIDINE HYDROCHLORIDE,CAPSICUM OLEORESIN; DICLOFENAC; RANITIDINE,144O8QL0L1; 884KT10YB7; UW86K581WY,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1b49b08b-8494-3f71-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b49b08b-8494-3f71-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1b49b08b-8494-3f71-e054-00144ff88e88,1b49b08b-8494-3f71-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,TOPICAL,ANDA,202769,Diclofenac Sodium 1.5%,DICLOFENAC SODIUM TOPICAL SOLUTION,20200618,Nonsteroidal Anti-inflammatory Drug,1988,KBS SOLUTIONS LLC,2017/11/20-,70512-025,QTG126297Q,DICLOFENAC SODIUM,DICLOFENAC,144O8QL0L1,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5e1f20e0-4743-fc3c-e053-2991aa0aa7ad/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5e1f20e0-4743-fc3c-e053-2991aa0aa7ad,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5e1f20e0-4743-fc3c-e053-2991aa0aa7ad,5e1f20e0-4743-fc3c-e053-2991aa0aa7ad
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL; TOPICAL,ANDA,74514,NuDiclo TabPak,"DICLOFENAC SODIUM, CAPSAICIN",20191014,Nonsteroidal Anti-inflammatory Drug,,NUCARE PHARMACEUTICALS INC,2016/07/26-,70859-004,QTG126297Q; S07O44R1ZM,CAPSAICIN; DICLOFENAC SODIUM,CAPSAICIN; DICLOFENAC,144O8QL0L1; S07O44R1ZM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c1f0ff98-c000-40a9-b770-da5813647dd8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c1f0ff98-c000-40a9-b770-da5813647dd8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c1f0ff98-c000-40a9-b770-da5813647dd8,c1f0ff98-c000-40a9-b770-da5813647dd8
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL; TOPICAL,ANDA,75185,Inflammacin,"DICLOFENAC SODIUM, CAPSAICIN",20190416,Nonsteroidal Anti-inflammatory Drug,,PURETEK CORPORATION,2016/01/11-,59088-093,QTG126297Q; UW86K581WY,CAPSICUM OLEORESIN; DICLOFENAC SODIUM,CAPSICUM OLEORESIN; DICLOFENAC,144O8QL0L1; UW86K581WY,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/91d25301-fac9-41f0-8a4e-e22d44926347/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=91d25301-fac9-41f0-8a4e-e22d44926347,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=91d25301-fac9-41f0-8a4e-e22d44926347,91d25301-fac9-41f0-8a4e-e22d44926347
HUMAN PRESCRIPTION DRUG LABEL,KIT,TOPICAL,ANDA,202769,DermacinRx Lexitral PharmaPak,"DICLOFENAC SODIUM, CAPSAICIN",20190329,Nonsteroidal Anti-inflammatory Drug,1988,PURETEK CORPORATION,2015/11/06-,59088-343,QTG126297Q; UW86K581WY,CAPSICUM OLEORESIN; DICLOFENAC SODIUM,CAPSICUM OLEORESIN; DICLOFENAC,144O8QL0L1; UW86K581WY,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2972357d-7180-486e-b86b-5a6cf570c070/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2972357d-7180-486e-b86b-5a6cf570c070,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2972357d-7180-486e-b86b-5a6cf570c070,2972357d-7180-486e-b86b-5a6cf570c070
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL; TOPICAL,ANDA,75185,Flexipak,"DICLOFENAC SODIUM, CAPSAICIN",20180122,Nonsteroidal Anti-inflammatory Drug,,STERLING KNIGHT PHARMACEUTICALS LLC,2018/01/19-,69336-202,QTG126297Q; S07O44R1ZM,CAPSAICIN; DICLOFENAC SODIUM,CAPSAICIN; DICLOFENAC,144O8QL0L1; S07O44R1ZM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7c14a409-88c5-4b9d-80a4-f9f80c64ebbf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7c14a409-88c5-4b9d-80a4-f9f80c64ebbf,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7c14a409-88c5-4b9d-80a4-f9f80c64ebbf,7c14a409-88c5-4b9d-80a4-f9f80c64ebbf
